DLL Identifier,Authorized Name,Short Name,Author Name English,Author Name Latin,Author Name Native Language,BNE URL,BNF URL,DNB URL,ICCU URL,ISNI URL,Other Alternative Name Form(s),Perseus Name,Wikidata URL
A5397,"Abbo, Monk of St. Germain, approximately 850-approximately 923",,Abbo of Saint-Germain,Abbo Sangermanensis,Abbon de Saint-Germain-des-Prés,,Abbon 0850?-0923?,Abbo de Sancto Germano 850-923,,Abbo,,,
A5361,"Arnulf, of Milan",,Arnulf of Milan,Arnulfus Mediolanensis,Arnolfo di Milano,,,Arnulfus Mediolanensis 1000-1077,,Arnulfus Mediolanensis,,,
A5367,"Arnulfus, Aurelianensis",,Arnulf of Orléans,Arnulfus Aurelianensis,,,,"Arnulf II. Orléans, Bischof ca. 940-1003",,Arnulfus ca. 12. Jh Aurelianensis,,,
A5370,"Audradus, of Sens",,,Audradus Senonensis,,,,Audradus Senonensis -853,,,,,
A5364,"Augustine, Saint, Archbishop of Canterbury",,Saint Augustine of Canterbury,Augustinus Cantuariensis,,,,Augustinus Cantuariensis -604,,Augustin 05.. ?-0604 ? saint,,"Augustine, Saint, Archbishop of Canterbury, -604?",
A5362,"Aunarius, Saint, of Auxerre",,Saint Aunarius of Auxerre,Aunarius Altissiodorensis,,,,Aunarius Altissiodorensis -603,,,,Aunarius Altissiodorensis -603,
A5358,"Auspicius, Saint, of Toul",,Auspicius of Toul,Auspicius Tullensis,,,,Auspicius Tullensis 475,,Auspicio de Toul,,Auspicius Tullensis 475,
A5365,Bachiarius,,,Bachiarius Monachus,Baquiario,,Bachiarius,Bachiarius,,Bachiarius m. 420 monaco,,Bachiarius,
A5394,"Berengar, of Tours",,Berengar of Tours,Berengarius Turonensis,Bérenger de Tours,,,,,,,"Berengarius Turonensis (Berengar, of Tours, approximately 1000-1088)",
A5380,"Berno, Abbot of Reichenau",,Berno of Reichenau,Berno Augiensis,Berno von Reichenau,,Bernon 0978?-1048,Berno Augiensis 978-1048,,Berno d. 1048 Abbot of Reichenau,,,
A5392,"Bernard, of Chartres",,Bernard of Chartres,Bernardus Carnotensis,Bernard de Chartres,,,,,Bernard de Chartres,,,
A5377,"Bernard, of Clairvaux, Saint",,Bernard of Clairvaux,Bernardus Claraevallensis,Bernard de Fontaine,"Bernardo, Santo 1090?-1153",Bernard de Clairvaux saint 1090?-1153,"Bernhard von Clairvaux, Heiliger 1090-1153",Bernardus : Claraevallensis,Bernhard av Clairvaux ca 1090-1153 helgon,,"Bernard of Clairvaux,  Saint, 1090 or 1091-1153",
A5385,"Ouen, Saint",,,Audoenus Rouen,Ouen de Rouen,,Ouen saint 0609?-0683,"Audoenus Rouen, Bischof, Heiliger 609-683",,Ouen 610?-684 Saint,,,
A5388,"Theodwin, of Liège",,,Theoduinus‏ ‎Noricus,Dietwin‏ ‎von Lüttich,,,Theoduinus Noricus -1075,,,,,
A5390,Censorinus,,Censorinus,Censorinus Grammaticus,Censorinus,Censorino,Censorinus grammaticus,Censorinus Grammaticus ca. 238,,Censorinus,,Censorinus,
A5369,"Eugene II, of Toledo, Saint, Archbishop of Toledo",,Saint Eugene II of Toledo,Eugenius Toletanus,Eugenio de Toledo,"Eugenio de Toledo, Santo m. 657",Eugène de Tolède saint 06..?-0657,Eugenius Toletanus -657,,"Eugeni m. 657 de Toledo, sant",,,
A5341,Eugippius,,,Eugippius,,Eugippius,Eugippius saint 046.?-053.?,Eugippius Abbas 455-533,,Eugippius ca. 455-533,,Eugippius,
A5368,"Eumenius, of Autun",,Eumenius,Eumenius Panegyricus,Eumenius Augustodunensis,,,Eumenius Panegyricus ca. um 300,,,,"Eumenius, Panegyricus, um 300",
A5343,"Eusebius, of Caesarea, Bishop of Caesarea",,Eusebius of Caesarea,Eusebius Caesariensis,Eusebius Pamphili,"Eusebio, Obispo de Cesarea",Eusèbe de Césarée 0265?-0340,Eusebius Caesariensis 260-339,Eusebius : Caesariensis,"Eusebius Pamphili, évêque de Césarée",,,
A5342,"Eutychianus, Pope",,Pope Eutychian,Eutychianus papa,,,,Eutychianus Papst -282,,,,"Eutychianus, Pope, -283",
A5360,"Benedict, Saint, Abbot of Monte Cassino",,Benedict of Nursia,Benedictus Nursiae,Benedetto da Norcia,"Benito, Santo",Benoît saint 048.?-0547?,Benedictus de Nursia 480-547,,Benoît 048.?-0547? saint,,"Benedict, Saint, Abbot of Monte Cassino (Benedictus Nursinus, 480-543)",
A5396,"Bertharius, Saint",,Saint Bertharius,Bertarius Casinensis,Bertario di Montecassino,,Bertaire saint ....-0884,Bertarius Casinensis -883,,Bertaire ?-884 saint,,,
A5398,"Boniface II, Pope -532",,Boniface II,Bonifatius II,Boniface II,,,Bonifatius II. Papa ca. 6. Jh.,,Bonifatius ca. 6. Jh Papa,,"Bonifacius II (Boniface II, Pope, -532)",
A5400,"Boniface IV, Pope",,Pope Boniface IV,Bonifatius IV,,,,Bonifatius IV. Papa -615,,papa Bonifacio IV 67° vescovo di Roma e papa della Chiesa cattolica,,"Boniface IV, Pope, -615",
A5386,"Boniface V, Pope",,Pope Boniface V,Bonifatius V,,,,Bonifatius V. Papa -625,,Boniface -625 Pope V,,"Boniface V, Pope, -625",
A5391,"Boniface, Saint, Archbishop of Mainz",,Saint Boniface ,Bonifatius Sanctus,"Winfrid, Wynfrith, Wynfryth",,Boniface saint 0675?-0754,Bonifatius Sanctus 675-754,,"Boniface approximately 675-754 Saint, Archbishop of Mainz",,,
A5376,"Bonizo, of Sutri",,Bonitho,Bonitho Sutrinus,Bonizone di Sutri,,Bonizo de Sutri 1045?-1096?,Bonitho Sutrinus 1045-1095,,Bonizo 1045-1090 vesc. di Sutri,,,
A5411,"Braulio, Saint, Bishop of Zaragoza",,Saint Braulio,Braulius Caesaraugustanus,Braulio de Zaragoza,"Braulio, Santo",Braulio saint 0585?-0651?,,,Braulio ca.585-651,,"Braulio, Saint, Bishop of Zaragoza, approximately 585-approximately 651",
A5389,"Bruno, di Segni, Saint",,Bruno of Segni,Bruno Signiensis,Bruno di Segni,,Bruno de Segni saint 104.-1123,"Bruno Segni, Bischof, Heiliger 1048-1123",Bruno : Astensis,"Bru ca. 1048-1123 de Segni, sant",,,
A5374,"Bruno, of Querfurt, Saint",,Bruno of Querfurt,Bruno Querfurtensis,Brun von Querfurt,,Bruno de Querfurt saint 0974-1009,Bruno Querfurtensis 974-1009,,Bruno Querfurtensis 974-1009 s,,,
A5410,Bulgaranus Comes,,Bulgar,Bulgaranus Comes,,,,Bulgaranus Comes ca. um 612,,,,,
A5387,"Byrhtferth, approximately 970-",,Byrhtferth,,Byrhtferth,,,,,,,,
A5373,"Aurelianus, Caelius",,Caelius Aurelianus,Caelius Aurelianus,,"Aureliano, Celio",Caelius Aurelianus 04..-04..,Caelius Aurelianus ca. 4./5. Jh.,,"Aureliano, Celio",,,
A5405,"Caesarius, of Arles, Saint",,Caesarius of Arles,Caesarius Arelatensis,Césaire d'Arles,,Césaire d'Arles saint 0470?-0542,Caesarius Arelatensis 470-542,Caesarius : Arelatensis,Caesarius Arelatensis,,,
A5409,"Gaius, Pope",,Pope Caius,Caius papa,,,,Caius Papst,,Gaius active 283-296 Pope,,,
A5378,"Hugh, of Saint-Cher, Cardinal",,Hugh of Saint-Cher,Hugo de Sancto Caro,Hugues de Saint-Cher,,Hugues de Saint-Cher 1190?-1263,Hugo de Sancto Caro -1263,,"Hug ca. 1200-1263 de Saint-Cher, cardenal",,,
A5408,"Siviard, Saint",,Saint Siviard,Siviardus Anisolensis,,,Siviard saint 06..-068.,Siviardus Anisolensis -536,,,,,
A5383,"Eucherius, of Lyon, Saint",,Saint Eucherius,Eucherius Lugdunensis,Eucher de Lyon,,Eucher saint 0370?-0450?,Eucherius Lugdunensis -450,,Eucherius Lugdunensis,,"Eucherius, of Lyon, Saint, -449?",
A5382,"Eulogius, of Alexandria",,Eulogius of Alexandria,Eulogius Alexandrinus,,,,Eulogius Alexandrinus -607,,,,,
A5384,"Eusebius, Saint, Bishop of Vercelli",,Eusebius of Vercelli,Eusebius Vercellensis,Eusebio di Vercelli,,,Eusebius Vercellensis 283-370,,"Eusebius approximately 283-371 Saint, Bishop of Vercelli",,"Eusebius, Saint, Bishop of Vercelli, approximately 283-371 (Eusebius Vercellensis)    ‎",
A5425,"Adalbert, of Samaria",,Adalbert of Samaria,Adalbertus Samaritanus,,,,,,,,,
A5416,"Adam, de Saint-Victor, -1146",,Adam of Saint-Victor,Adamus Sancti Victoris Parisiensis,,,,,,,,,
A5420,"Adam, von Bremen",,Adam of Bremen,Adamus Bremensis,Adam von Bremen,,,,,,,,
A5415,"Adémar, de Chabannes",,Adémar of Chabannes,Ademarus Cabannensis,Adémar de Chabannes,,Adémar de Chabannes 0988?-1034,Ademarus Cabannensis 988-1034,,Adémar 988-1034 de Chabannes,,,
A5423,"Aelfric, Abbot of Eynsham",,Aelfric of Eynsham,Alfricus,Ælfrīc,,,,,,,,
A5414,"Aethelwulf, King of England",,Aethelwulf,Aedilvulfus Anglicus,Æthelwulf,,,"Aethelwulf Wessex, King -858",,Aethelwulf approximately 795-858 King of England,,,
A5417,Aethicus Ister,,,Aethicus Istricus,,,Aethicus Ister,Aethicus,,Aethicus Istricus,,,
A5421,Agennius Urbicus,,,Agennius Urbicus,,,,Agennius Urbicus 4./5. Jh.,,Aggenus Urbicus,,,
A5435,"Picaud, Aymeric",,Aymeric Picaud,Aimericus Picaudus,,Aimery Picaud,Picaud Aimery,"Picaud, Aimery",,Aimericus Picaudus,,,
A5433,"Alulf, of Tournai",,Alulf of Tournai,Alulphus Tornacensis,Alulfus von Tournai,,Alulphe 10..-1144?,Alulphus Tornacensis -1144,,Alulphe 10..-1144?,,Alulphus Tornacensis -1141,
A5395,"Dracontius, Blossius Aemilius",,Blossius Aemilius Dracontius,Blossius Aemilius Dracontius,,"Draconcio, Blosio Emilio",Dracontius Blossius Aemilius 04..?-0499?,"Dracontius, Blossius Aemilius ca. Ende 5. Jh.",,"Dracontius, Blossius Aemilius",,"Dracontius, Blossius Aemilius, 5th cent.",
A5381,"Boniface I, Pope",,Pope Boniface I,Bonifatius I,,,,Bonifatius I. Papst -422,,Papa Bonifacio I 42º papa della Chiesa cattolica,,"Bonifacius I‏ (Boniface I, Pope, -422)",
A5407,"Bovo II, of Corvey",,Bovo II of Corvey,Bovo II Corbeiensis,,,,,,,,,
A5402,"Konrad, von Brauweiler",,Conrad of Brauweiler,Conradus Brunvilarensis,Konrad von Brauweiler,,,Conradus Brunvilarensis ca. 12. Jh.,,Konrad active 11th century-12th century von Brauweiler,,,
A5401,"Burchard, Bishop of Worms",,Burchard of Worms,Burchardus Wormaciensis,Burchard von Worms,,Burchard de Worms 0965-1025,,,Burchard de Worms 0965-1025,,,
A5413,Candidus,,,Candidus Arrianus,,,,,,,,,
A5404,"Candidus, of Fulda",,Candidus of Fulda,Candidus Fuldensis,Brun Candidus von Fulda,,,Candidus Fuldensis -845,,Candidus -845 Fuldensis,,,
A5393,"Capreolus, of Carthage",,,Capreolus Carthaginiensis,,,,Capreolus Carthaginiensis -437,,,,Capreolus Carthaginiensis -437,
A5412,Cassius Felix,,Cassius Felix,Cassius Felix,Cassius Felix,,,,,"Cassius, Felix",,"Cassius Felix, fl. 477",
A5403,"Castor, of Apt",,Castor of Apt,Castor Aptensis,Castor d’Apt,,,Castor Aptensis -426,,,,,
A5418,"Adalbéron, Bishop of Laon",,Adalberon of Laon,Adalbero Laudunensis,Adalbéron de Laon,,Adalbéron de Laon 09..-1030,Adalbero Laudunensis 947-1030,,Adalbéron de Laon 0947?-1030,,"Adalbero Laudunensis, 947-1030",
A5422,"Adalbert, of Fleury",,Adalbert of Fleury,Adrevaldus Floriacensis,,,,Adrevaldus Floriacensis ca. 814/820 - ca. 878,,,,,
A5429,"Adelboldus, Bishop of Utrecht",,Adalbold of Utrecht,Adalbaldus‏ Traiectensis,,,,Adelboldus Traiectensis 970-1026,,Adelboldus approximately 970-1027 Bishop of Utrecht,,,
A5432,Adalger,,,Adalgerus Episcopus,,,,Adalgerus Episcopus ca. nach 636 vor 1000,,,,,
A5424,"Adamnan, Saint",,Saint Adamnán of Hy,Adamnanus,Naomh Adhamhnán,,Adamnan saint 062.-0704,Adamnanus de Iona 624-704,,Adamnan 625?-704) (św. ;,,"Adamnan, Saint, 625?-704",
A5428,"Adam, of Balsham",,Adam of Balsham,Adamus Balsamiensis Parvipontanus,Adam of Balsham,,Adam du Petit-Pont 11..-1181,Adamus de Parvo Ponte ca. 1105 - 1181,Adam Balsamiensis Parvipontanus,Adam Balsamiensis Parvipontanus,,,
A5431,"Adelmannus, Bishop of Brescia",,Adelmann of Liège,Adelmannus Leodiensis,,,Adelman de Liège 10..-1061?,Adelmannus Leodiensis 1000-1061,,Adelmannus m. 1061? vesc. di Brescia,,,
A5426,"Donatus, Aelius",,Aelius Donatus,Aelius Donatus,Aelius Donatus,"Donato, Elio",Donat 0320?-0380?,"Donatus, Aelius ca. 4. Jh.","Donato , Elio",Donat 03..-03.,,"Donatus, Aelius",
A5430,"Aethelwold, Saint, Bishop of Winchester",,Aethelwold,Ethelwoldus Wintoniensis,Æthelwold,,AEthelwold saint 0908?-0984,Ethelwold Heiliger 908-984,,"Aethelwold c. 908-984 s., vesc. di Winchester",,,
A5451,"Aimericus, of Angoulême",,,,,,,,,,,,
A5446,"Albert, of Paris",,Albert of Paris,Albertus Parisiensis,,,,Albertus Parisiensis,,,,,
A5434,"Alexander, de Villa Dei",,Alexander of Villedieu,Alexander Dolensis,Alexandre de Villedieu,,Alexandre de Villedieu 1170?-1240?,,,Alexander de Villa Dei 1170-1250,,,
A5445,"Alpert, von Metz",,Alpert of Metz,Albertus Metensis,Alpert von Metz,,Albert de Metz,Albertus Metensis -ca. 1021/24,,Alpertus eerste helft 11e eeuw Mettensis,,,
A5449,"Alfanus, Saint",,Alfanus of Salerno,Alphanus Salernitanus,Alphanus Episcopus Beneventanus,,Alfano de Salerne 1015?-1085,Alphanus Salernitanus 1020-1085,Alphanus,Alphanus,,"Alfanus, Saint, -1085",
A5437,"Amalarius, Archbishop of Lyon",,Amalarius,Amalarius Metensis,Amalarius von Metz,,,Amalarius Metensis 775-850,Amalarius,Amalarius c. 775-850 arciv. di Lyon,,,
A5448,Ambrosiaster,,Ambrosiaster,Ambrosiaster,,,Ambrosiaster,,,Ambrosiaster 4e E.,,Ambrosiaster,
A5436,Amoenus,,Amoenus,Amoenus,,,,Amoenus 5. Jh.,,,,Amoenus 5. Jh.,
A5399,"Bertram, of Le Mans, Bishop of Le Mans",,Bertram of Le Mans,Bertichramnus Cenomanensis,,,,Berthramn du Mans 550-626,,,,,
A5406,"Bruno, Saint, Bishop of Würzburg",,Saint Bruno of Würzburg,Bruno Herbipolensis,Bruno von Würzburg,,Bruno de Würzbourg saint 09..?-1045,Bruno Herbipolensis 1005-1045,,"Bruno c. 1005-1045 s., vesc. di Würzburg",,,
A5427,"Childebert II, King of Austrasia",,King Childebert II,Childebertus II,Childebert II,,,,,,,"Childebert II. Fränkisches Reich, König 570-596",
A5419,Eddius Stephanus,,Stephen of Ripon,Eddius Stephanus,,,Eddius Stephanus 06..-07..,,,Eddius ca.634-709,,,
A5443,"Agius, of Corvey",,Agius of Corvey,Agius Corbeiensis,,,,Agius Corbeiensis -870,,,,,
A5447,Ailerán,,Ailerán,Aileranus Scoto Hibernus,Aileranus Sapiens Monachus Clonardensis,,,,,Ailerán d. 664 or 5,,,
A5439,"Aimoin, de Fleury, approximately 960-approximately 1010",,Aimoin of Fleury,Aimonus Floriacensis,Aimoin de Fleury,,Aimoin de Fleury 0965?-1010?,Aimonus Floriacensis ca. um 965 - ca. 1008,,Aimoinus -ca1010 Floriacensis,,,
A5442,"Alanus, Altissiodorensis, Bishop of Auxerre",,"Alain, Archbishop of Auxerre",Alanus Altissiodorensis,Alain de Auxerre,,,Alanus Altissiodorensis -1183,,Alan von Auxerre Zisterzienserabt und Biograph Bernhards von Clairvaux,,,
A5450,"Alcuin, 735-804",,Alcuin,Alcuinus Turonensis,Alcuin,Alcuino,Alcuin 0732?-0804,"Alcuinus, Flaccus 735-804",Alcuinus,"Alcuinus, Albinus Flaccus",,"Alcuin, 735-804",
A5438,"Neckam, Alexander",,Alexander Neckam,Alexander‏ ‎Nechamus‏,Alexander Nequam,"Nequam, Alexander",Neckam Alexander 1157-1217,Alexander Neckam 1157-1217,,Alexander,,,
A5441,"Alger, of Liège",,Alger of Liège,Algerus Leodiensis,Alger de Liège,,Alger de Liège 1060?-1131?,Algerus Leodiensis 1070-1132,,Alger de Liège 1060?-1131?,,,
A5440,Amarcius,,Amarcius,Amarcius,Sextus Amarcius,,Amarcius Sextus,Amarcius ca. 11. Jh.,,Amarcius sec. XI,,,
A5444,"Amato, di Montecassino",,Amatus of Montecassino,Amatus Casinensis,Amato di Montecassino,,,Amatus Casinensis ca. ca. 1010-ca. 1078,,Amatus Casinensis 1010-c. 1083,,,
A5452,Ammianus Marcellinus,,Ammianus Marcellinus,Ammianus Marcellinus,Ammianus Marcellinus,Amiano Marcelino,Ammien Marcellin 0330?-0395?,Ammianus Marcellinus 330-395,,Ammianus Marcellinus ок.330-ок.400,,Ammianus Marcellinus,
A5466,"Dandolo, Andrea",,,Andreas Dandolo,,,,"Dandolo, Andrea ca. 1307 - 1354",,"Dandolo, Andreas ca. 1307-1354",,,
A5454,"Andreas, Capellanus",,Andrew the Chaplain,Andreas Capellanus,André le Chapelain,,,,,,,Andreas Capellanus 1150-1220,
A5457,"Andrew, of Fleury",,Andrew of Fleury,Andreas Floriacensis,André de Fleury,,André de Fleury,Andreas von Fleury ca. 11. Jh.,Andreas : Floriacensis,André de Fleury,,,
A5453,"Anselm II, Saint, Bishop of Lucca",Anselm,Anselm of Lucca,Anselmus Lucensis,Anselmo II di Lucca,,Anselme de Lucques saint 1036-1086,Anselmus Lucensis 1036-1086,,Anselmo di Lucca,,,
A5456,"Anselmus, Peripateticus",,Anselm of Besate,Anselmus Peripateticus,Anselmo di Besate,,,Anselmus de Bisatis ca. 11. Jh.,,Anselmus de Besate,,,
A5468,"Anselm, of Liège",,Anselm of Liège,Anselmus Leodiensis,Anselme de Liège,,Anselme de Liège 10..?-1056?,Anselmus Leodiensis ca. ca. 1005 - 1056,,,,,
A5455,"Antonius, Monk, 470",,,,Antonius discipulus Simeonis Stylitae,,,Antonius Mönch 470,,,,,
A5467,"Aquila, Romanus",,,Aquila Romanus,,,Aquila Romanus 02..?-02..?,Aquila Romanus 3. Jh.,,Aquila 3. Jh Romanus,,Aquila Romanus,
A5474,"Manuzio, Aldo, 1449 or 1450-1515",,,Aldus Manutius,Aldo Manuzio,"Manuccio, Aldo (ca. 1450-1515)","Manuzio, Aldo (1450?-1515)","Manuzio, Aldo Pio","Manuzio, Aldo","Manuzio, Aldo, 1449 or 50-1515",Aldus Manutius the Elder,,
A5476,"Arnaldus, de Villanova, -1311",,Arnaldus de Villa Nova,Arnaldus de Villanova,Arnau de Vilanova,Arnau de Vilanova,Arnaud de Villeneuve (1240?-1311),"Arnoldus, de Villa Nova",Arnaldo : de Vilanova,Arnaldus,"Arnaud de Ville-Neuve, Arnaldo de Villanueva",,
A5489,"Durandus, Abbot of Troarn",,Durandus of Troarn,Durandus Troarnensis,Durand de Troarn,,,Durandus Troarnensis 1005-1088,,,,,
A5458,"Amphilochius, Saint, Bishop of Iconium",,Amphilochius of Iconium,Amphilochius Iconiensis,,,,Amphilochius Cappadox ca. 343 - 394,,Amphilochius,,"Amphilochius, Saint, Bishop of Iconium, active 373-394",
A5462,"Anastasius I, Pope",,Pope Anastasius I,Anastasius I,Anastasio de Massimi,,,Anastasius I. Papst 3XX-402,,papa Anastasio I 39° vescovo di Roma e papa della Chiesa cattolica,,"Anastasius I, Pope, -401",
A5470,"Agnellus, of Ravenna, Abbot",,,Andreas Agnellus Ravennatis,,,Agnellus Ravennas 0805?-0850,Agnellus de Ravenna 800-850,,Andreas Agnellus ca 805 - ca 846,,,
A5461,"Angelome, de Luxeuil",,,Angelomus Luxoviensis,Angelome de Luxeuil,Angelome de Luxeuil,,Angelomus Luxoviensis -855,,Angelomus -855 Luxoviensis,,,
A5465,"Angelram, of Saint-Riquier",,Angelram of St. Riquier,Angelramnus Centulensis,,,,Angelramnus Centulensis ca. ca. 975-1045,,,,,
A5469,"Boethius, -524",Boethius,Boethius,Anicius Manlius Severinus Boethius,Anicius Manlius Severinus Boethius,,Boèce 0480?-0524,"Boethius, Anicius Manlius Severinus 480-524",,Boèce 0480?-0524,,"Boethius, b. 475/480- d. 524/525",
A5460,"Anselm, Saint, Archbishop of Canterbury",,Saint Anselm of Canterbury,Anselmus Cantuariensis,,"Anselmo, Santo, Arzobispo de Canterbury",Anselme saint 1033-1109,"Anselm Canterbury, Erzbischof, Heiliger 1033-1109",Anselmus : Cantuariensis,Anselm z Canterbury 1033-1109 svatý,,"Anselm, Saint, Archbishop of Canterbury, 1033-1109",
A5464,"Anselm, of Laon, -1117",,Anselm of Laon,Anselmus Laudunensis,Anselme de Laon,,Anselme de Laon 1050?-1117,Anselmus Laudunensis 1050-1117,,Anselmus Laudunensis,,,
A5472,"Antonino, of Piacenza, Saint",,Antonino of Piacenza,Antoninus Placentinus,,,,,,,,Antoninus Placentinus,
A5459,"Brasavola, A. M. (Antonio Musa)",,,Antonius Musa Brasavolus,Antonius Musa,,Brasavola Antonio Musa 1500-1555,"Brasavola, Antonio Musa 1500-1555",,"Brasavola, António Musa",,,
A5463,Apuleius,,Apuleius,Lucius Apuleius Madaurensis,,"Apuleyo, Lucio",Apulée 0125-0180?,,Apuleius,,Apuleius Madaurensis,Apuleius,
A5471,"Arator, Subdiaconus",,,Arator Subdiaconus,,,,Arator Diaconus 500-550,,Arator fl. 513-544 Subdiaconus,,"Arator, Subdiaconus, fl. 513-544",
A5475,"Bradwardine, Thomas",,"Thomas Bradwardine, Archbishop of Canterbury",Thomas‏ ‎Bradwardinus Cantuariensis,,"Bradwardine, Tomás 1290-1349",Bradwardine Thomas 1290?-1349,"Bradwardine, Thomas 1290-1349",,"Bradwardinus Cantuariensis, Thomas 1290?-1349",,,
A5477,Archipoeta,,,Archipoeta,,,,Archipoeta,,Archipoeta,,"Archipoeta, active 1140-1165",
A5479,"Arnobius, of Sicca",,Arnobius of Sicca,Arnobius Rhetor,Arnobius Afer,,,,,,,"Arnobius, of Sicca",
A5481,"Arnobius, the Younger",,Arnobius the Younger,Arnobius Iunior,Arnobius Iunior,,,Arnobius Iunior -0450,,Arnobius Junior,,"Arnobius, Iunior",
A5497,"Augustine, of Hippo, Saint, 354-430",,Saint Augustine of Hippo,Aurelius Augustinus,Augustinus Hipponensis,"Agustín, Santo, Obispo de Hipona",Augustin saint 0354-0430,"Augustinus, Aurelius 354-430","Augustinus , Aurelius","Augustine Saint, Bishop of Hippo",,"Augustine, Saint, Bishop of Hippo",
A5487,"Berterus, of Orléans",,Berterus of Orléans,Berterus Aurelianensis,Bertier‏ ‎d'Orléans‏,,,Berterus Aurelianensis ca. um 1187,,,,,
A5492,"Hugh, of Cluny, Saint",,Hugh of Cluny,Hugo Cluniacensis,Hugues de Cluny,,Hugues de Cluny saint 1024-1109,Hugo I. Cluniacensis 1024-1109,,Hugo 1024-1109 Cluniacensis,,,
A5483,"Wolfhelm, Abbot of Brauweiler",,Wolfhelm of Brauweiler,Wolphelmus Brunswillerensis,Wolfhelm von Brauweiler,,,,,Wolphelmus -1091 Brunswillerensis,,,
A5495,"Aurelian, of Reome",,,Aurelianus Reomensis,Aurélien de Réomé,,Aurélien de Réomé,,,Aurelian fl. 840-850 O.S.B.,,,
A5501,"Aurelianus, of Arles",,Aurelianus of Arles,Aurelianus Arelatensis,Aurélien d'Arles,,,Aurelianus Arelatensis ca. 6. Jh.,,Aurelianus Arelatensis 523-551,,"Aurelianus, Arelatensis, 523-551",
A5496,"Benedict, of St. Andrea",,,Benedictus Sancti Andreae,,,,Benedictus Sancti Andreae -1024,,,,,
A5486,"Benzo, Bishop of Alba",,Benzo of Alba,Benzo Albensis,,,Benzo évêque d'Alba 1010?-1085?,,,Benzo m. c. 1085 vesc. d'Alba,,,
A5491,"Bernard, of Utrecht",,Bernard of Utrecht,Bernardus Ultrajectensis,,,,Bernhard von Utrecht ca. 11./12. Jh.,,,,,
A5494,"Bernard, of Cluny, active 12th century",,Bernard of Cluny,Bernardus Morlanensis,Bernard de Morlaix,"Bernard, le Clunisien",,Bernardus Morlanensis ca. 12. Jh.,,Bernat s. XII de Cluny,,"Bernard of Cluny, ~ 1140",
A5485,"Bernardus, Scholasticus",,Bernard of Angers,Bernardus Andegavensis,Bernard‏ ‎d'Angers,,,Bernardus Andegavensis 1010-1020,,Bernardus fl. 1010-1020 scholasticus,,,
A5490,"Bernard, of Meung",,Bernard of Meung,Bernardus Magdunensis,Bernard de Meung,,,Bernardus Magdunensis ca. um 1133,,,,,
A5493,"Bernold, of Constance",,Bernold of Constance,Bernoldus Constantiensis,Bernold von Konstanz,,,,,Bernold approximately 1054-1100 of Constance,,,
A5484,"Bernward, Bishop of Hildesheim",,Saint Bernward,Bernwardus Hildesheimensis,Bernward von Hildesheim,,Bernward saint 0960?-1022,Bernwardus Hildesheimensis 960-1022,,"Bernwardus c. 960-1022 s., vesc. di Hildesheim",,,
A5488,"Berthold, of Reichenau",,Berthold of Reichnau,Bertholdus Augiensis,Berthold von Reichenau,,Berthold de Reichenau 103.-1088,Bertholdus Augiensis 1030-1088,,Berthold 11e eeuw von Reichenau,,,
A5505,"Aethelbert I, King of Kent",,Ethelbert,Ethelbertus Anglorum Rex,Æthelberht,,,"Aethelberht I. Kent, King ca. ca. 552 - ca. 616",,,,,
A5508,"Cassiodorus, Senator",,Cassiodorus,Cassiodorus,Flavius Magnus Aurelius Cassiodorus Senator,"Casiodoro, Magno Aurelio",Cassiodore 0490?-0580?,"Cassiodorus, Flavius Magnus Aurelius 490-583","Cassiodorus , Flavius Magnus Aurelius","Cassiodorus, F. M. ок.490-583",,"Cassiodorus, Senator, ca. 487-ca. 580",
A5510,"Fulbert, Saint, Bishop of Chartres, approximately 960-1028",,Fulbert of Chartres,Fulbertus Cartonensis,Fulbert de Chartres,,Fulbert de Chartres saint 0960?-1028,Fulbertus Carnotensis 960-1028,,Fulbert de Chartres,,,
A5478,"Albertus, Magnus, Saint, 1193?-1280",,Albertus Magnus,Albertus Magnus,,"Alberto Magno, Santo 1206-1280",,"Groß, Albrecht",,,,,
A5480,"Scot, Michael, approximately 1175-approximately 1234",,Michael Scot,Michael Scotus,,,Michel Scot 11..-1235?,Michael Scotus 1175-1235,,Michael Scot Scottish scientist,,,
A5482,"Fausto, Vittore -1560",,,Victor Faustus,Vittore Fausto,,,"Fausto, Vittore",,"Fausto, Vittore",,,
A5473,"Castellesi, Adriano, approximately 1461-",,,Hadrianus Castellensis,Adriano Castellesi,"Castellesi, Adriano, Cardenal",Castellesi Adriano 1461?-1521?,"Castellesi, Adriano 1458-1518","Castellesi , Adriano",Hadrianus ca. 1460-1521 Castellensis,,,
A5500,"Asser, John",,"Asser, Bishop of Sherborne",Asserius,Asser,,Asser 08..?-0909,"Asser, Johannes ca. -909/910",Asserius : Scireburnensis,Asser 08..?-0909 évêque de Sherborne,,"Asserius (Asser, John, -909)",
A5507,"Athanasius, Saint, Patriarch of Alexandria",,Athanasius of Alexandria,Athanasius Alexandrinus,,"Atanasio, Santo, Obispo de Alejandría",Athanase saint 0295?-0373,"Athanasius Alexandrinus, Heiliger 295-373",Athanasius : Alexandrinus,Atanásio 296-373 Santo,,,
